time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/n_updates,train/learning_rate
1110,272.75688739000003,59,6063,225.53,360555,6.899888038635254,-0.24027401208877563,0.04558778554201126,-62.40243148803711,350554,0.0003
1115,273.24886798000006,59,6082,225.38,361644,3.528702974319458,0.8402248024940491,0.04488041624426842,-60.874916076660156,351643,0.0003
1120,272.72271992,59,6104,228.28,362863,8.369441986083984,0.5316829681396484,0.044891782104969025,-61.470947265625,352862,0.0003
1125,271.95970031999997,59,6121,227.27,363788,2.3569042682647705,-0.1513061374425888,0.044956356287002563,-59.069000244140625,353787,0.0003
1130,271.81557118999996,59,6141,226.26,364918,9.148797988891602,-0.40314981341362,0.047298185527324677,-59.48268127441406,354917,0.0003
1135,271.23812332,59,6157,225.72,365797,9.905282974243164,0.3725639581680298,0.04644014313817024,-60.13218307495117,355796,0.0003
1140,271.08442951,59,6181,227.9,367134,2.4379658699035645,0.3921056389808655,0.04630080983042717,-62.40934753417969,357133,0.0003
1145,270.97248613,59,6199,226.37,368149,4.593461513519287,-0.4575120806694031,0.04655253887176514,-57.861114501953125,358148,0.0003
1150,271.07765245999997,59,6216,224.79,369111,16.870502471923828,0.4710298776626587,0.04773097112774849,-59.20909118652344,359110,0.0003
1155,270.81241248999993,59,6236,225.83,370234,3.8930535316467285,-0.01781986653804779,0.04663750156760216,-65.35194396972656,360233,0.0003
1160,271.24862728999994,59,6255,224.64,371269,6.026813507080078,-0.41748395562171936,0.04625320062041283,-60.31568145751953,361268,0.0003
1165,271.17512027,59,6283,227.2,372847,5.55586051940918,-0.5577683448791504,0.04541212320327759,-60.07501220703125,362846,0.0003
1170,271.48641279,59,6309,227.78,374163,6.5380539894104,-0.41300809383392334,0.0454975962638855,-56.15709686279297,364162,0.0003
1175,271.56330853000003,59,6328,225.94,375171,5.562239646911621,-0.22046372294425964,0.04401177167892456,-62.120086669921875,365170,0.0003
1180,271.71072599,59,6347,224.87,376186,2.03031063079834,0.09258941560983658,0.0456184484064579,-59.906288146972656,366185,0.0003
1185,271.84880983,59,6364,222.04,377118,2.974069833755493,-0.31101754307746887,0.04554292932152748,-63.50285339355469,367117,0.0003
1190,271.57240465,59,6382,220.94,378127,6.220478534698486,-0.08750523626804352,0.04552565887570381,-58.803733825683594,368126,0.0003
1195,271.48073550000004,59,6402,220.56,379270,2.4304075241088867,0.25899505615234375,0.04564403370022774,-60.019752502441406,369269,0.0003
1200,271.22968584,59,6422,219.27,380418,4.47796630859375,0.13925915956497192,0.04641096293926239,-59.57208251953125,370417,0.0003
1205,270.36351218,59,6438,217.84,381296,1.6091883182525635,-0.014466091990470886,0.04753779247403145,-60.014991760253906,371295,0.0003
1210,269.78340633000005,59,6460,219.45,382500,7.530191421508789,0.8343349099159241,0.04733971506357193,-59.37035369873047,372499,0.0003
1215,269.44059834,59,6478,219.16,383560,7.145544052124023,0.12210595607757568,0.047090258449316025,-59.98988342285156,373559,0.0003
1220,269.5786446,59,6495,216.44,384507,4.666234493255615,0.7187268137931824,0.04707665368914604,-58.07549285888672,374506,0.0003
1225,270.74491821,59,6512,216.57,385445,3.4978082180023193,0.7016375064849854,0.04666382819414139,-61.48265075683594,375444,0.0003
1230,271.82739449,59,6531,216.02,386520,10.333320617675781,-0.010758399963378906,0.045094285160303116,-61.261680603027344,376519,0.0003
1235,272.30520814,59,6550,218.13,387610,1.968091607093811,0.4799646735191345,0.04693223163485527,-62.89219284057617,377609,0.0003
1240,272.6402458999999,59,6570,215.67,388701,7.539882183074951,0.8309797644615173,0.045505400747060776,-58.077877044677734,378700,0.0003
1245,272.79118674999995,59,6589,216.03,389752,20.873611450195312,-0.1981145292520523,0.04646168276667595,-64.84545135498047,379751,0.0003
1250,273.48031261000006,59,6607,216.72,390783,8.703072547912598,-0.47924181818962097,0.04629930853843689,-63.972381591796875,380782,0.0003
1255,273.74294281999994,59,6628,216.93,391927,1.6579008102416992,0.24694831669330597,0.04516647383570671,-61.406124114990234,381926,0.0003
1260,273.65335085,59,6646,216.47,392916,4.624441623687744,-0.029565587639808655,0.04636741429567337,-61.31233215332031,382915,0.0003
1265,273.47426218,59,6666,212.19,394066,2.9113402366638184,0.11380844563245773,0.04614798352122307,-60.124534606933594,384065,0.0003
1270,273.49388082999997,59,6686,210.13,395176,10.36258316040039,0.5703372359275818,0.045839037746191025,-59.220726013183594,385175,0.0003
1275,273.04934226,59,6705,210.8,396251,7.099786758422852,0.42003771662712097,0.04747319594025612,-59.992271423339844,386250,0.0003
1280,272.05990137000003,59,6728,213.7,397556,5.3067450523376465,-0.6953011155128479,0.04585698992013931,-64.5134048461914,387555,0.0003
1285,272.01854504,59,6746,214.62,398580,3.4300122261047363,-0.39488089084625244,0.0452500618994236,-65.39254760742188,388579,0.0003
1290,272.15264559999997,59,6770,217.92,399919,3.861819267272949,-0.3901605010032654,0.044474758207798004,-62.94687271118164,389918,0.0003
1295,272.12203041999993,59,6790,217.69,401039,2.3935022354125977,0.2506173253059387,0.04443143308162689,-61.21413803100586,391038,0.0003
1300,272.49997756,59,6816,221.32,402550,3.4321441650390625,0.9409684538841248,0.0453827828168869,-63.47505569458008,392549,0.0003
1305,272.16983445,59,6833,222.2,403516,12.836662292480469,-0.3900512456893921,0.04380731284618378,-61.652748107910156,393515,0.0003
1310,272.61059135999994,59,6856,222.72,404772,2.0005502700805664,-0.000656668096780777,0.044060274958610535,-59.47089385986328,394771,0.0003
1315,272.13382408,59,6875,223.05,405865,3.3473262786865234,0.10759855061769485,0.04467065632343292,-63.53527069091797,395864,0.0003
1320,272.5299940500001,59,6895,224.9,406997,8.359010696411133,0.4504927396774292,0.04514111950993538,-62.43333053588867,396996,0.0003
1325,272.13710003,59,6913,225.87,408032,7.8589372634887695,-0.22412243485450745,0.04426022619009018,-62.17619323730469,398031,0.0003
1330,270.56024334,59,6939,229.6,409480,5.886441230773926,-0.15393149852752686,0.0447998084127903,-62.33555603027344,399479,0.0003
1335,270.78810978999996,59,6961,231.22,410732,3.3760180473327637,0.25870639085769653,0.0456041656434536,-63.14936065673828,400731,0.0003
1340,270.95252674,58,6978,230.3,411731,6.677736282348633,0.21120953559875488,0.04640587419271469,-62.11188507080078,401730,0.0003
1345,270.77218711999996,58,7000,232.17,412969,5.884381294250488,-0.28208255767822266,0.04674164205789566,-63.343658447265625,402968,0.0003
1350,270.53500938,58,7020,232.97,414080,9.296957015991211,-0.09282907843589783,0.044916585087776184,-61.58253479003906,404079,0.0003
1355,270.4447175,58,7036,230.91,415018,8.216718673706055,0.1522611826658249,0.044009726494550705,-62.973968505859375,405017,0.0003
1360,269.49408769,58,7054,230.58,415974,7.863766670227051,-0.033398956060409546,0.04628835991024971,-61.674232482910156,405973,0.0003
1365,269.65343543,58,7071,228.78,416944,3.9290459156036377,-0.16900300979614258,0.045405641198158264,-62.57093048095703,406943,0.0003
1370,269.69063587,58,7092,229.54,418130,4.504903793334961,-0.07303234934806824,0.04525507614016533,-62.88445281982422,408129,0.0003
1375,269.93701175,58,7113,230.88,419339,2.363591432571411,0.25803208351135254,0.0450802706182003,-67.703369140625,409338,0.0003
1380,270.89411463000005,58,7132,228.81,420437,2.9612820148468018,-0.23597127199172974,0.04514718055725098,-64.59168243408203,410436,0.0003
1385,271.15798817,58,7150,228.6,421440,1.753069519996643,-0.20269206166267395,0.04474324360489845,-65.94407653808594,411439,0.0003
1390,270.55058669,58,7167,224.81,422400,5.193661689758301,0.15453298389911652,0.04508413001894951,-62.025230407714844,412399,0.0003
1395,270.47177271,58,7187,224.83,423522,21.187801361083984,0.6719374656677246,0.04514709487557411,-64.41234588623047,413521,0.0003
1400,269.9903081,58,7204,219.41,424491,3.591526508331299,-0.0378878116607666,0.0443858839571476,-64.15884399414062,414490,0.0003
1405,270.45288603,58,7220,218.81,425397,12.834683418273926,-0.2522164583206177,0.044811416417360306,-64.26956939697266,415396,0.0003
1410,270.1198117,58,7237,215.77,426349,6.499289035797119,-0.18978434801101685,0.04650777950882912,-64.47986602783203,416348,0.0003
1415,270.50101198,58,7255,215.09,427374,9.980356216430664,-0.3523527681827545,0.04406077042222023,-67.58419036865234,417373,0.0003
1420,270.66154567999996,58,7275,214.99,428496,7.752564907073975,0.4245576858520508,0.04501430690288544,-63.78446960449219,418495,0.0003
1425,270.38353053000003,58,7294,215.42,429574,6.842222213745117,-0.18860222399234772,0.04230876639485359,-64.65586853027344,419573,0.0003
1430,270.6544501,58,7311,210.09,430489,4.494165420532227,-0.1095704734325409,0.0436239093542099,-64.46949768066406,420488,0.0003
1435,270.16569112,58,7330,208.76,431608,6.453273773193359,-0.515981137752533,0.044644877314567566,-66.40560150146484,421607,0.0003
1440,270.13717979999996,58,7358,214.32,433163,9.759912490844727,-0.48222148418426514,0.04282309487462044,-69.09229278564453,423162,0.0003
1445,270.21943528,58,7376,212.15,434184,3.1914288997650146,0.06675547361373901,0.04353151097893715,-66.27165985107422,424183,0.0003
1450,269.82079938000004,58,7398,213.19,435399,12.45036506652832,0.3225369155406952,0.04324714466929436,-67.97445678710938,425398,0.0003
1455,269.96016026,58,7416,214.41,436459,5.46491813659668,0.18063266575336456,0.04309389740228653,-63.33702087402344,426458,0.0003
1460,270.19520913,58,7434,214.64,437438,2.015692710876465,-0.13173598051071167,0.04371330142021179,-64.88618469238281,427437,0.0003
1465,270.29259446000003,58,7448,213.36,438280,1.9862802028656006,0.3785654306411743,0.04254510998725891,-65.77961730957031,428279,0.0003
1470,270.53686252000006,58,7464,210.41,439171,2.6926660537719727,-0.15734747052192688,0.04237990826368332,-64.25337982177734,429170,0.0003
1475,270.63277281000006,58,7481,207.69,440108,13.165178298950195,-0.056991636753082275,0.04224912449717522,-67.51571655273438,430107,0.0003
1480,269.9446907,58,7498,206.2,441057,10.946186065673828,-0.44313114881515503,0.041998520493507385,-63.99750900268555,431056,0.0003
1485,269.87206467000004,58,7516,206.37,442077,8.859111785888672,0.010474465787410736,0.04362215846776962,-68.2524185180664,432076,0.0003
1490,269.88116192999996,58,7535,207.34,443134,22.60500717163086,-0.48976510763168335,0.043857112526893616,-68.48567199707031,433133,0.0003
1495,269.85598372,58,7551,205.24,444046,9.069908142089844,-0.013812467455863953,0.04335639253258705,-67.2427978515625,434045,0.0003
1500,270.00145072000004,58,7567,204.83,444974,5.112825393676758,-0.4770125150680542,0.043773945420980453,-68.41561126708984,434973,0.0003
1505,270.27531429000004,58,7585,205.68,445965,4.3922600746154785,-0.3127896785736084,0.0436302088201046,-66.29251098632812,435964,0.0003
1510,269.83415676,58,7601,205.07,446856,11.455282211303711,0.39649325609207153,0.04376887530088425,-64.81108856201172,436855,0.0003
1515,269.77847806,58,7621,206.19,447993,2.124030590057373,-0.3547387719154358,0.0454985648393631,-68.99047088623047,437992,0.0003
1520,269.85511327,58,7642,207.19,449215,3.0204317569732666,0.7613801956176758,0.04510612413287163,-64.76606750488281,439214,0.0003
1525,270.23493577,58,7662,207.7,450344,2.4288716316223145,-0.015423506498336792,0.043527595698833466,-66.3880615234375,440343,0.0003
1530,270.86152908,58,7678,207.47,451236,5.456191539764404,-0.06346172094345093,0.04463402181863785,-70.13917541503906,441235,0.0003
1535,271.18379519,58,7696,206.58,452266,4.447965621948242,-0.49572277069091797,0.043109577149152756,-66.20854187011719,442265,0.0003
1540,271.30353534,58,7717,203.1,453473,5.368609428405762,0.23759591579437256,0.04301552474498749,-66.68964385986328,443472,0.0003
1545,271.8095528399999,58,7737,204.22,454606,2.0711958408355713,-0.546697199344635,0.04456465318799019,-70.31700134277344,444605,0.0003
1550,272.20710555,58,7756,202.38,455637,3.7275116443634033,-0.0979485958814621,0.043462153524160385,-66.31832122802734,445636,0.0003
1555,272.4149809400001,58,7776,203.19,456778,10.875164985656738,0.24164721369743347,0.044032417237758636,-68.0061264038086,446777,0.0003
1560,272.31400219999995,58,7793,203.42,457780,12.057748794555664,-0.337236225605011,0.04310348257422447,-66.6274185180664,447779,0.0003
1565,271.8421427199999,58,7817,208.49,459129,2.633556842803955,-0.14555948972702026,0.04479688033461571,-67.6435317993164,449128,0.0003
1570,271.75365880000004,58,7837,210.68,460239,1.7312397956848145,-0.07657988369464874,0.043505385518074036,-67.47395324707031,450238,0.0003
1575,271.48044456,58,7855,211.56,461264,5.018226623535156,0.9920945167541504,0.043444570153951645,-68.61221313476562,451263,0.0003
1580,272.43960181,58,7873,212.12,462269,8.694628715515137,-0.28694459795951843,0.04426046833395958,-69.72421264648438,452268,0.0003
1585,272.5058522,58,7891,212.58,463335,5.380681037902832,-0.19702182710170746,0.04431871324777603,-68.6697769165039,453334,0.0003
1590,272.52418973,58,7910,212.5,464384,2.467437505722046,0.6454110741615295,0.044892508536577225,-63.05031967163086,454383,0.0003
1595,273.22839602,58,7930,214.5,465496,7.246335983276367,0.04645742475986481,0.04661815986037254,-66.87098693847656,455495,0.0003
1600,273.59582879,58,7948,215.44,466518,17.89260482788086,0.06782437860965729,0.04637375846505165,-69.01239013671875,456517,0.0003
1605,273.62843669,58,7963,214.21,467386,1.9825410842895508,0.4273867607116699,0.04487107694149017,-69.4947509765625,457385,0.0003
1610,274.44059792999997,58,7982,216.06,468462,2.9444096088409424,0.05814434587955475,0.04650135710835457,-70.95730590820312,458461,0.0003
1615,275.13286450000004,58,8002,215.95,469588,6.8806962966918945,0.041579946875572205,0.04561230167746544,-66.32347106933594,459587,0.0003
1620,275.5749659,58,8022,215.2,470735,3.963998794555664,0.391371488571167,0.04620559513568878,-69.37409973144531,460734,0.0003
1625,274.66153285,58,8037,212.32,471576,4.378371715545654,-0.23506098985671997,0.04537065327167511,-70.10533142089844,461575,0.0003
1630,275.27249695999996,58,8059,216.0,472836,2.8881168365478516,-0.1371673196554184,0.04326600953936577,-69.61466217041016,462835,0.0003
1635,275.7115452400001,58,8082,218.52,474118,3.743917226791382,0.7838743925094604,0.04313910752534866,-67.85604858398438,464117,0.0003
1640,276.08519384,58,8102,218.01,475274,3.9433131217956543,0.07264681160449982,0.04355960339307785,-69.66758728027344,465273,0.0003
1645,276.57835443000005,58,8122,217.82,476388,3.4297609329223633,-0.089559406042099,0.043123628944158554,-69.53915405273438,466387,0.0003
1650,276.51216027000004,58,8137,216.6,477297,2.280071496963501,-0.3171854317188263,0.042979490011930466,-73.06710815429688,467296,0.0003
1655,276.78195591,58,8158,216.89,478467,7.863862991333008,0.5054564476013184,0.04281752184033394,-68.31810760498047,468466,0.0003
1660,277.45172299999996,58,8173,215.76,479356,41.141048431396484,0.2806975841522217,0.04198714345693588,-66.26182556152344,469355,0.0003
1665,277.06610131,58,8188,210.71,480200,4.488405227661133,-0.3041241765022278,0.042316172271966934,-68.43600463867188,470199,0.0003
1670,276.64020688000005,58,8204,209.09,481148,5.690130233764648,0.24289895594120026,0.04409070685505867,-68.23806762695312,471147,0.0003
1675,277.12664091999994,58,8220,207.89,482053,3.8657569885253906,-0.1981694996356964,0.04290451481938362,-67.59587097167969,472052,0.0003
1680,276.00840138,58,8236,207.2,482989,1.2633328437805176,0.3180748224258423,0.04183904081583023,-66.83039855957031,472988,0.0003
1685,276.33082491,58,8262,211.29,484464,1.435689926147461,-0.21903985738754272,0.041947752237319946,-70.32054138183594,474463,0.0003
1690,276.85541355000004,58,8277,209.74,485358,4.583057403564453,0.5025519132614136,0.04391367360949516,-70.81472778320312,475357,0.0003
1695,276.66156636,58,8296,209.87,486483,1.9930152893066406,-0.45951852202415466,0.04185927286744118,-69.73519897460938,476482,0.0003
1700,276.67178922,58,8317,211.59,487677,10.404402732849121,0.4737269878387451,0.043262384831905365,-67.74156188964844,477676,0.0003
1705,276.23809614000004,58,8342,217.28,489114,10.300436019897461,0.27638882398605347,0.04218209907412529,-70.08668518066406,479113,0.0003
1710,276.44867843000003,58,8361,217.66,490228,3.3404152393341064,-0.32163798809051514,0.042926400899887085,-72.67774963378906,480227,0.0003
1715,275.66975134,58,8380,217.42,491330,5.133145332336426,-0.532945454120636,0.041855283081531525,-67.5199203491211,481329,0.0003
1720,274.71652044999996,58,8398,215.85,492320,7.987516403198242,-0.8198618292808533,0.04155515506863594,-67.85615539550781,482319,0.0003
1725,275.63866098,58,8414,216.92,493268,3.9049787521362305,-0.62851881980896,0.042955413460731506,-69.62405395507812,483267,0.0003
1730,274.49871155,58,8434,215.48,494384,5.842983245849609,-0.6192451119422913,0.041513923555612564,-67.47908020019531,484383,0.0003
1735,273.85557615,58,8459,216.82,495800,1.5556907653808594,0.08025386929512024,0.041876815259456635,-72.72177124023438,485799,0.0003
1740,272.98006054999996,58,8477,216.03,496877,7.118249893188477,0.2891508936882019,0.042626406997442245,-70.87533569335938,486876,0.0003
1745,272.16052865,58,8497,216.19,498007,4.809349060058594,-0.05843275785446167,0.04109703749418259,-67.23236846923828,488006,0.0003
1750,271.8998795,58,8514,217.23,499020,7.04176139831543,1.3751471042633057,0.04042939841747284,-69.2820816040039,489019,0.0003
1755,271.11040682000004,58,8530,214.75,499942,1.3456056118011475,-0.5677127242088318,0.04206988587975502,-71.82243347167969,489941,0.0003
