time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/n_updates,train/learning_rate
150,-107.11737183999999,68,944,580.76,64332,14.420848846435547,-0.5936183333396912,0.056178443133831024,-9.578760147094727,54331,0.0003
155,-89.40356090999998,67,984,599.08,66694,4.10059118270874,-0.06592564284801483,0.052881915122270584,-5.588789939880371,56693,0.0003
160,-68.43240296,67,1023,617.56,69044,5.828357696533203,-0.3906126916408539,0.050819918513298035,-10.233231544494629,59043,0.0003
165,-53.19246302,67,1050,629.04,70697,4.656220436096191,0.42324191331863403,0.05095480754971504,-12.01388931274414,60696,0.0003
170,-32.73803357000001,67,1071,635.63,71938,32.36175537109375,0.537406325340271,0.04884009808301926,-8.822944641113281,61937,0.0003
175,-17.642972869999998,66,1105,651.57,74016,19.12059783935547,0.6449440717697144,0.044358041137456894,-11.539141654968262,64015,0.0003
180,-6.76776933,66,1131,663.06,75605,7.84575080871582,0.7713668942451477,0.045944053679704666,-11.318719863891602,65604,0.0003
185,18.6891455,66,1170,681.5,77921,8.939786911010742,0.17891910672187805,0.050952158868312836,-16.00193977355957,67920,0.0003
190,37.79803217999999,66,1209,699.03,80262,22.44333839416504,0.7055081725120544,0.06658720970153809,-13.909677505493164,70261,0.0003
195,50.77124896,66,1257,705.28,83140,26.57596778869629,0.6851406097412109,0.07455199956893921,-13.357583045959473,73139,0.0003
200,64.70395824,65,1287,682.46,84959,30.409378051757812,0.08119016885757446,0.08418609946966171,-19.060945510864258,74958,0.0003
205,79.22612294000001,65,1309,649.94,86275,7.003460884094238,0.4714255928993225,0.08103527128696442,-18.307777404785156,76274,0.0003
210,86.91676677,65,1337,624.34,87994,11.945758819580078,-0.2477911412715912,0.07433252781629562,-16.645782470703125,77993,0.0003
215,97.43396423,65,1382,601.1,90670,7.0430498123168945,0.021796531975269318,0.0712006613612175,-23.41588592529297,80669,0.0003
220,105.51474162999999,65,1434,582.53,93813,10.864730834960938,0.3084016442298889,0.07085768133401871,-23.021791458129883,83812,0.0003
225,111.8217196,65,1471,555.19,96079,14.7958402633667,0.950097382068634,0.07437565177679062,-25.01181983947754,86078,0.0003
230,119.75330285000001,65,1520,540.19,98935,8.05778694152832,0.2610318064689636,0.06847762316465378,-23.93970489501953,88934,0.0003
235,125.22409143,64,1562,515.66,101482,17.963268280029297,0.24052633345127106,0.05686989799141884,-25.632896423339844,91481,0.0003
240,135.25113497,64,1591,484.35,103250,3.7619075775146484,0.6188801527023315,0.059734415262937546,-28.353317260742188,93249,0.0003
245,143.06522277000002,64,1626,455.18,105333,8.592381477355957,-0.09820021688938141,0.06240806728601456,-26.673416137695312,95332,0.0003
250,152.04873356000002,64,1653,426.28,106960,5.721977233886719,0.6370313167572021,0.06101436913013458,-28.453445434570312,96959,0.0003
255,149.83680044000002,64,1682,420.6,108754,10.992794036865234,-0.546930193901062,0.05850739777088165,-27.900413513183594,98753,0.0003
260,155.31485504,64,1699,407.19,109763,10.31481647491455,0.5105854868888855,0.05717359483242035,-30.307971954345703,99762,0.0003
265,160.14888230999998,64,1725,406.41,111338,5.371725082397461,-0.3726806044578552,0.05749092251062393,-27.43680191040039,101337,0.0003
270,165.35673333000003,64,1752,409.69,112907,4.255549430847168,-0.2681065797805786,0.055789150297641754,-29.57831573486328,102906,0.0003
275,166.39110101999998,64,1785,408.98,114914,13.36007022857666,-0.5810075402259827,0.05663292109966278,-25.92147445678711,104913,0.0003
280,171.78464773,64,1825,416.78,117283,7.245209693908691,-0.19976620376110077,0.054457105696201324,-31.752700805664062,107282,0.0003
285,164.09099144999996,64,1889,430.8,121001,2.8855795860290527,0.2344655692577362,0.05663378909230232,-32.342140197753906,111000,0.0003
290,159.20565571999998,63,1920,425.76,122838,4.800325393676758,-0.7865185141563416,0.05595729127526283,-28.83501625061035,112837,0.0003
295,160.51482581000002,63,1954,417.62,124902,18.364669799804688,-0.04112842679023743,0.057619594037532806,-28.920204162597656,114901,0.0003
300,164.364094,63,1990,421.4,127099,6.196681976318359,-0.41301771998405457,0.056667499244213104,-28.210960388183594,117098,0.0003
305,165.56485871,63,2017,424.1,128685,10.938627243041992,0.30489325523376465,0.0574059784412384,-28.14604949951172,118684,0.0003
310,169.23633787999995,63,2045,423.46,130340,6.181701183319092,0.11110228300094604,0.057247862219810486,-34.53257369995117,120339,0.0003
315,162.55143236,63,2081,418.18,132488,6.239842891693115,0.2563651502132416,0.05643785372376442,-29.70062255859375,122487,0.0003
320,160.25165203999998,63,2119,409.27,134740,6.378176689147949,0.24641525745391846,0.05382729321718216,-27.951045989990234,124739,0.0003
325,167.71574979999997,63,2142,400.56,136135,14.727397918701172,-0.3666796088218689,0.05460667237639427,-28.941932678222656,126134,0.0003
330,175.28887067000002,63,2171,389.38,137873,6.038046360015869,0.04937247931957245,0.058010127395391464,-30.47294044494629,127872,0.0003
335,179.37780094000001,63,2205,384.62,139944,6.612573623657227,-0.31198763847351074,0.06045521795749664,-26.04576301574707,129943,0.0003
340,179.83675150000002,63,2226,379.4,141190,5.777289390563965,-0.08709681779146194,0.06228850781917572,-29.420162200927734,131189,0.0003
345,185.53222726999994,63,2256,376.81,143014,6.905962944030762,0.17300282418727875,0.06452944129705429,-27.361568450927734,133013,0.0003
350,186.10415546000002,63,2278,373.74,144334,6.455133438110352,-0.4396693706512451,0.06530065089464188,-26.97449493408203,134333,0.0003
355,194.04685970999998,63,2311,375.56,146310,5.249051570892334,0.14317992329597473,0.06190764158964157,-31.77458953857422,136309,0.0003
360,194.82237709,63,2331,377.53,147516,10.59549331665039,-0.5341311693191528,0.06077048182487488,-32.89591979980469,137515,0.0003
365,192.75886271000002,63,2370,385.4,149878,8.631656646728516,0.1719573587179184,0.06444347649812698,-31.88473892211914,139877,0.0003
370,192.82780878000003,63,2391,382.16,151123,2.817638874053955,-0.027495533227920532,0.06319215893745422,-32.479469299316406,141122,0.0003
375,193.68027294,63,2411,373.96,152310,9.403157234191895,-0.14416489005088806,0.06286048144102097,-32.981224060058594,142309,0.0003
380,192.60017736999998,63,2436,365.35,153818,21.336734771728516,0.3931770324707031,0.06446824222803116,-30.22930145263672,143817,0.0003
385,202.18873592999998,63,2460,342.15,155216,8.046327590942383,0.30251193046569824,0.06277985870838165,-34.579795837402344,145215,0.0003
390,210.68339482999997,63,2480,336.19,156457,42.74807357788086,0.14647044241428375,0.06413941830396652,-33.51011657714844,146456,0.0003
395,207.26815738999997,63,2506,330.93,157995,6.351551055908203,0.8811473846435547,0.06248683109879494,-29.800731658935547,147994,0.0003
400,207.53601465,63,2521,318.24,158923,9.961536407470703,-0.0929095447063446,0.06697248667478561,-32.908714294433594,148922,0.0003
405,206.75407623000007,62,2552,321.07,160792,6.974761486053467,-0.6176629066467285,0.06625005602836609,-31.800209045410156,150791,0.0003
410,208.66236004,62,2584,323.54,162694,5.402541160583496,0.30657219886779785,0.06426522135734558,-32.5792350769043,152693,0.0003
415,212.98556859999994,62,2608,316.27,164115,9.838983535766602,-1.0144381523132324,0.0628562718629837,-32.918861389160156,154114,0.0003
420,219.28692241000002,62,2641,313.49,166089,4.142880439758301,-0.022749871015548706,0.06802883744239807,-32.55649185180664,156088,0.0003
425,218.67429668000005,62,2673,319.0,168035,10.81076717376709,-0.13789032399654388,0.06712082028388977,-33.60161590576172,158034,0.0003
430,216.89841490999999,62,2707,321.67,170040,7.059021472930908,0.6783716678619385,0.06635214388370514,-33.129966735839844,160039,0.0003
435,212.86755140000002,62,2740,320.81,172025,12.083688735961914,-0.9464571475982666,0.06618303805589676,-34.71848678588867,162024,0.0003
440,213.05172601,62,2777,330.61,174251,16.179336547851562,-0.4696938991546631,0.06645984947681427,-33.803001403808594,164250,0.0003
445,212.54971487,62,2805,328.97,175911,15.882800102233887,-0.36464670300483704,0.06633099168539047,-35.96503448486328,165910,0.0003
450,208.92657235000007,62,2843,338.38,178172,10.54165267944336,0.5882830023765564,0.0682215690612793,-35.812374114990234,168171,0.0003
455,206.61256094,62,2862,330.53,179363,8.79608154296875,-0.15996253490447998,0.07083673775196075,-35.99177551269531,169362,0.0003
460,206.86552034,62,2881,329.52,180468,12.03238296508789,-0.46950238943099976,0.0704241693019867,-37.55274200439453,170467,0.0003
465,212.30083531,62,2901,318.02,181680,4.1926469802856445,-0.32764506340026855,0.06881080567836761,-39.88494110107422,171679,0.0003
470,212.82370969000004,62,2936,326.36,183759,9.352380752563477,-0.6148627996444702,0.06651709228754044,-36.41027069091797,173758,0.0003
475,214.48882457000002,62,2956,326.28,184938,37.722042083740234,-0.3702348470687866,0.06704174727201462,-36.52675247192383,174937,0.0003
480,217.05125596000002,62,2978,324.59,186277,5.300349712371826,0.24388106167316437,0.06781432032585144,-37.11907196044922,176276,0.0003
485,217.56608797,62,3001,324.38,187654,31.74082374572754,-0.258116751909256,0.06545387208461761,-39.363868713378906,177653,0.0003
490,218.68850568999997,62,3024,325.79,189036,17.547449111938477,0.39641273021698,0.06786711513996124,-35.45970153808594,179035,0.0003
495,227.08110120000003,62,3059,331.26,191121,5.9019999504089355,-0.16081415116786957,0.06962056457996368,-38.6536865234375,181120,0.0003
500,227.87488156999996,62,3079,334.03,192326,3.4750149250030518,0.3108544647693634,0.06531497836112976,-38.037132263183594,182325,0.0003
505,229.01534224,62,3109,333.15,194107,8.102699279785156,-0.48677366971969604,0.06659013032913208,-42.48732376098633,184106,0.0003
510,225.56923328000002,62,3153,340.63,196757,3.5397214889526367,0.25931018590927124,0.06474766880273819,-39.35430908203125,186756,0.0003
515,228.14780761000003,62,3175,339.6,198075,10.452311515808105,-0.6318351030349731,0.062224116176366806,-41.89375305175781,188074,0.0003
520,228.45508247,62,3201,335.19,199608,6.730387210845947,0.17573454976081848,0.06389158219099045,-39.851402282714844,189607,0.0003
525,225.54206715,62,3243,340.95,202130,4.533163070678711,0.5602915287017822,0.06162930279970169,-40.2947883605957,192129,0.0003
530,227.43798389,62,3277,341.6,204200,20.72638511657715,0.02227140963077545,0.06179669126868248,-40.995445251464844,194199,0.0003
535,230.00126146,62,3333,355.27,207552,3.150365114212036,-0.10456329584121704,0.058931536972522736,-41.71781921386719,197551,0.0003
540,226.60357471000003,62,3369,354.56,209707,5.152440071105957,-0.29752078652381897,0.05855315551161766,-42.68072509765625,199706,0.0003
545,226.64891146,62,3395,353.84,211295,45.47774124145508,0.0841277539730072,0.05960778146982193,-42.78550720214844,201294,0.0003
550,229.37763227,62,3425,348.68,213040,12.30360221862793,0.005477830767631531,0.05664635822176933,-39.50547409057617,203039,0.0003
555,232.04432923000002,62,3450,351.88,214551,23.652976989746094,0.7297087907791138,0.06070154160261154,-37.46630096435547,204550,0.0003
560,230.83145602000002,62,3473,354.2,215888,3.2272720336914062,0.14330489933490753,0.06312649697065353,-39.123260498046875,205887,0.0003
565,230.28168542,62,3499,357.45,217425,29.0988826751709,0.07505173981189728,0.0663350373506546,-44.26850128173828,207424,0.0003
570,231.89396984999996,62,3521,349.94,218753,4.278685569763184,-0.4273592531681061,0.0672043114900589,-41.94506072998047,208752,0.0003
575,233.85158466000001,62,3544,352.33,220171,6.263856887817383,-0.008998896926641464,0.06674352288246155,-43.36414337158203,210170,0.0003
580,230.74336807999995,62,3567,352.53,221530,10.403862953186035,-0.028050094842910767,0.06762368232011795,-41.784217834472656,211529,0.0003
585,226.36896674,62,3594,353.51,223005,4.010678768157959,0.18320323526859283,0.06736837327480316,-42.08550262451172,213004,0.0003
590,224.52374870999992,61,3630,358.59,224895,4.617681503295898,-0.2259291410446167,0.06611690670251846,-42.31932830810547,214894,0.0003
595,224.83740254999998,61,3656,352.1,226331,4.497550964355469,-0.007505983114242554,0.0653376653790474,-42.19993591308594,216330,0.0003
600,224.18457016999997,61,3689,357.68,228094,23.648902893066406,0.49370986223220825,0.06857709586620331,-42.69754409790039,218093,0.0003
605,226.00774121999999,61,3712,352.44,229351,4.440352916717529,0.2698734402656555,0.06749217957258224,-43.543636322021484,219350,0.0003
610,230.00118042000003,61,3737,340.35,230792,6.067639350891113,0.2284843474626541,0.06698572635650635,-38.46574783325195,220791,0.0003
615,230.93921623000003,61,3769,345.22,232597,20.38796615600586,-0.0666235014796257,0.06692256778478622,-41.77490997314453,222596,0.0003
620,231.96278436999998,61,3796,344.39,234047,4.260838508605957,0.15930986404418945,0.06879875063896179,-43.51226043701172,224046,0.0003
625,234.90327235,61,3825,334.91,235621,6.72391414642334,0.17718194425106049,0.06568147987127304,-42.26502990722656,225620,0.0003
630,235.09694191999998,61,3858,333.05,237505,5.966193199157715,0.37595412135124207,0.06821202486753464,-44.40404510498047,227504,0.0003
635,237.31487102,61,3897,320.98,239650,4.029055118560791,-0.23939409852027893,0.06880643218755722,-44.090248107910156,229649,0.0003
640,241.36662321,61,3927,316.69,241376,40.14460372924805,-0.30525094270706177,0.06641384959220886,-41.692955017089844,231375,0.0003
645,242.31900609999997,61,3956,317.33,243028,17.395061492919922,-0.2773408889770508,0.06637471914291382,-40.55782699584961,233027,0.0003
650,242.71234994,61,3981,313.88,244428,11.679877281188965,-0.1708192080259323,0.06710030883550644,-41.831138610839844,234427,0.0003
655,239.70227485999996,61,4028,324.75,247026,12.346603393554688,-1.056826114654541,0.06309244781732559,-41.31657409667969,237025,0.0003
660,241.30170653000002,61,4052,324.98,248386,6.9463090896606445,-0.5401037931442261,0.06526225060224533,-44.1084098815918,238385,0.0003
665,242.40121534,61,4072,321.13,249538,10.131689071655273,0.6485035419464111,0.06322216987609863,-40.23908996582031,239537,0.0003
670,242.78341038,61,4096,321.09,250862,7.098219394683838,-0.6791938543319702,0.06334690004587173,-41.80523681640625,240861,0.0003
675,243.03859002999997,61,4128,324.83,252654,8.92881965637207,0.3786485195159912,0.06286436319351196,-42.34603500366211,242653,0.0003
680,245.73615393999998,61,4164,331.38,254668,3.642549991607666,0.6683346033096313,0.061330460011959076,-42.37413024902344,244667,0.0003
685,249.96489076999995,61,4190,330.63,256068,4.793893337249756,0.7747148275375366,0.0594995841383934,-43.01856231689453,246067,0.0003
690,250.54898184000004,61,4213,324.01,257296,25.198657989501953,0.5577962398529053,0.06092524901032448,-42.33782958984375,247295,0.0003
695,251.01651721000005,61,4246,326.98,259029,3.3300528526306152,0.14685824513435364,0.06120247393846512,-45.335411071777344,249028,0.0003
700,252.46108228,60,4269,322.23,260317,3.9533274173736572,0.8071399927139282,0.0592624768614769,-44.27328109741211,250316,0.0003
705,251.62739791,60,4289,319.87,261338,6.611740589141846,0.4069746136665344,0.060552991926670074,-47.325279235839844,251337,0.0003
710,249.90535457000001,60,4312,318.59,262651,4.140024662017822,0.28773805499076843,0.06257843971252441,-43.314369201660156,252650,0.0003
715,251.13652452,60,4334,313.08,263905,5.305088043212891,-0.17994248867034912,0.06129033863544464,-44.208370208740234,253904,0.0003
720,250.8336921,60,4356,311.36,265183,84.50537872314453,0.21765798330307007,0.05816148966550827,-43.61925506591797,255182,0.0003
725,251.77772356999998,60,4377,307.31,266352,6.226494312286377,-0.3871638774871826,0.05908228084445,-46.451316833496094,256351,0.0003
730,252.32937536000006,60,4399,300.23,267528,12.036438941955566,0.13517622649669647,0.058428723365068436,-46.14578628540039,257527,0.0003
735,255.10770425999996,60,4421,289.92,268642,3.362544536590576,0.1377681940793991,0.056612107902765274,-44.09248352050781,258641,0.0003
740,255.49950608999998,60,4445,285.62,269938,4.169074535369873,-0.46589118242263794,0.05773914232850075,-47.281822204589844,259937,0.0003
745,255.30086207,60,4467,281.14,271142,5.2784624099731445,-0.025289610028266907,0.058063775300979614,-43.290016174316406,261141,0.0003
750,256.46375043,60,4493,281.06,272534,3.707261085510254,0.027981817722320557,0.054629407823085785,-46.46417999267578,262533,0.0003
755,259.82962753,60,4515,267.55,273781,15.693782806396484,0.13571444153785706,0.05762334540486336,-48.726776123046875,263780,0.0003
760,260.69595856,60,4539,266.98,275084,13.291566848754883,0.3109171986579895,0.05744262784719467,-49.29986572265625,265083,0.0003
765,261.41163784,60,4561,268.19,276357,4.139955997467041,0.10586428642272949,0.0554480217397213,-47.8247184753418,266356,0.0003
770,261.66989966999995,60,4581,266.09,277471,6.153168678283691,-0.09255853295326233,0.05690343677997589,-51.026451110839844,267470,0.0003
775,262.90411246,60,4605,261.38,278792,5.042254447937012,-0.2517024874687195,0.0559346005320549,-49.00026321411133,268791,0.0003
780,263.7950029,60,4630,254.99,280167,11.563394546508789,0.45274919271469116,0.057739660143852234,-44.03056335449219,270166,0.0003
785,263.8080227,60,4653,253.93,281461,15.533173561096191,0.02409610152244568,0.058088015764951706,-47.48259353637695,271460,0.0003
790,264.37667719,60,4677,253.76,282672,9.223343849182129,1.1056149005889893,0.05670451745390892,-48.68450164794922,272671,0.0003
795,264.15835588,60,4699,247.75,283804,6.263632297515869,-0.3262592852115631,0.0588730163872242,-52.05548858642578,273803,0.0003
800,263.88617732,60,4721,247.86,285103,4.277764320373535,0.07101806253194809,0.05507706478238106,-44.38456726074219,275102,0.0003
805,263.94911493,60,4760,260.05,287343,18.312519073486328,-0.3000965714454651,0.05556868016719818,-52.509178161621094,277342,0.0003
810,266.18093703,60,4778,257.59,288410,24.14498519897461,-0.4405245780944824,0.05471162870526314,-50.64003372192383,278409,0.0003
815,266.88723913,60,4803,259.41,289846,14.620293617248535,0.6542549133300781,0.05287572368979454,-50.34576416015625,279845,0.0003
820,266.68986977000003,60,4824,258.06,290989,6.153303623199463,-0.041878581047058105,0.053145647048950195,-51.680519104003906,280988,0.0003
825,265.95452631,60,4849,260.58,292410,2.013974666595459,0.4492197632789612,0.053956471383571625,-52.116668701171875,282409,0.0003
830,266.95133264,60,4882,267.06,294234,11.527704238891602,-0.7085953950881958,0.053528349846601486,-51.512611389160156,284233,0.0003
835,266.79965007000004,60,4907,269.92,295634,5.680498123168945,-0.1299944370985031,0.05350730940699577,-50.61228942871094,285633,0.0003
840,266.24441290000004,60,4932,270.59,296997,2.920379638671875,-0.04754112660884857,0.05153632536530495,-52.76979446411133,286996,0.0003
845,266.97224671000004,60,4954,270.75,298217,8.020109176635742,0.19279301166534424,0.05316445231437683,-48.710960388183594,288216,0.0003
850,266.81252556,60,4976,269.27,299461,2.8744101524353027,-0.39440345764160156,0.051726870238780975,-50.131126403808594,289460,0.0003
855,267.64694871,60,4997,268.55,300636,7.116455554962158,-0.3519238233566284,0.05100986734032631,-49.02899932861328,290635,0.0003
860,266.74716139,60,5015,265.74,301658,3.5254454612731934,0.2870783805847168,0.050154637545347214,-51.50577926635742,291657,0.0003
865,266.2356205,60,5040,266.94,303051,6.378605842590332,-0.012511536478996277,0.052246060222387314,-52.41165542602539,293050,0.0003
870,266.16449787,60,5059,266.35,304106,17.0664119720459,0.1280006766319275,0.052608422935009,-53.48223876953125,294105,0.0003
875,265.13450234,60,5080,264.86,305278,4.1259589195251465,0.3593243658542633,0.05198398604989052,-50.435516357421875,295277,0.0003
880,265.13960542,60,5109,267.05,306872,19.911725997924805,-0.8447375297546387,0.051247600466012955,-53.5572509765625,296871,0.0003
885,265.07550316999993,60,5139,271.26,308587,3.428422451019287,-0.42227035760879517,0.05174827203154564,-52.10820388793945,298586,0.0003
890,265.26469777999995,60,5160,271.0,309772,7.483668327331543,-0.35047969222068787,0.05171230807900429,-53.17250061035156,299771,0.0003
895,264.94887831,60,5189,275.74,311378,4.385279178619385,-0.3056071400642395,0.05322321131825447,-55.280967712402344,301377,0.0003
900,261.99581505000003,59,5214,276.92,312795,6.73799991607666,0.3034147322177887,0.04992544278502464,-51.10115051269531,302794,0.0003
905,262.40948563,59,5236,267.26,314069,10.097469329833984,0.2514052987098694,0.04984315112233162,-53.3234748840332,304068,0.0003
910,262.79241983,59,5264,272.44,315654,2.5518946647644043,0.46632152795791626,0.04865849018096924,-52.973602294921875,305653,0.0003
915,262.38021142,59,5283,268.4,316686,2.722935914993286,0.763900876045227,0.049476463347673416,-52.63603210449219,306685,0.0003
920,263.05893710000004,59,5301,267.5,317739,2.2268173694610596,-0.11340892314910889,0.04913169890642166,-55.3516960144043,307738,0.0003
925,263.58512122,59,5322,264.84,318894,4.1480865478515625,-0.35788094997406006,0.04984481632709503,-52.08435821533203,308893,0.0003
930,263.089055,59,5339,256.36,319870,2.022556781768799,0.08220726251602173,0.0483701229095459,-53.130943298339844,309869,0.0003
935,263.2037914,59,5357,252.99,320933,5.897576332092285,0.4310840964317322,0.04744613915681839,-52.50677490234375,310932,0.0003
940,264.1691041,59,5376,249.6,321957,4.381086349487305,0.3685729205608368,0.04825777933001518,-56.031124114990234,311956,0.0003
945,259.22846332999995,59,5399,250.72,323289,3.833159923553467,0.5045720338821411,0.04779278114438057,-54.15501022338867,313288,0.0003
950,259.36356538,59,5418,248.84,324345,7.748716354370117,0.4866448640823364,0.04854780435562134,-54.635780334472656,314344,0.0003
955,259.54895119,59,5439,249.0,325536,2.8682820796966553,-0.19919514656066895,0.04864330589771271,-56.51800537109375,315535,0.0003
960,259.47977732000004,59,5456,248.65,326523,2.6761507987976074,-0.010553225874900818,0.04714654013514519,-55.808265686035156,316522,0.0003
965,259.3396733,59,5478,247.36,327787,5.416501045227051,0.8330861330032349,0.04825214296579361,-51.63555145263672,317786,0.0003
970,260.0267214,59,5496,246.79,328785,3.6219842433929443,0.7316474914550781,0.048534851521253586,-57.20112609863281,318784,0.0003
975,261.20364937,59,5516,246.46,329924,2.626465082168579,0.12757448852062225,0.050316255539655685,-58.91358947753906,319923,0.0003
980,261.47756683999995,59,5536,241.75,331047,11.099483489990234,-0.19552791118621826,0.04949968308210373,-54.03398895263672,321046,0.0003
985,262.41657977,59,5554,234.97,332084,15.973791122436523,-0.2856450080871582,0.049527037888765335,-56.26957321166992,322083,0.0003
990,262.63170526,59,5577,236.01,333373,2.4301891326904297,-0.35155731439590454,0.0481615848839283,-57.72660827636719,323372,0.0003
995,263.36637757,59,5603,234.36,334814,4.218915939331055,0.512050986289978,0.04674159362912178,-50.807979583740234,324813,0.0003
1000,265.84329449000006,59,5622,230.95,335890,8.535954475402832,-0.21732965111732483,0.0475519597530365,-53.693992614746094,325889,0.0003
1005,266.16453604000003,59,5643,230.2,337089,20.352947235107422,0.14693379402160645,0.04747433960437775,-57.096343994140625,327088,0.0003
1010,266.46723475000005,59,5659,223.48,338002,6.0431413650512695,0.11157436668872833,0.04679061844944954,-56.32982635498047,328001,0.0003
1015,266.5125524,59,5681,224.2,339106,3.54343318939209,-0.39862698316574097,0.04739243909716606,-54.40217590332031,329105,0.0003
1020,266.56598054,59,5698,222.96,340035,9.422611236572266,-0.42524775862693787,0.047848135232925415,-57.13672637939453,330034,0.0003
1025,267.17523595999995,59,5717,221.67,341061,7.1868696212768555,-0.8095157146453857,0.046827491372823715,-58.280399322509766,331060,0.0003
1030,267.53735037,59,5739,224.22,342292,26.936725616455078,-0.42306339740753174,0.047384392470121384,-58.91033172607422,332291,0.0003
1035,267.79726718999996,59,5756,222.92,343225,6.289719104766846,-0.23429757356643677,0.04696425423026085,-55.918087005615234,333224,0.0003
1040,267.00031055999995,59,5776,223.87,344344,2.095202684402466,-0.5202195644378662,0.04621489718556404,-58.83833312988281,334343,0.0003
1045,271.88849925000005,59,5796,222.23,345512,7.325538635253906,-0.07045917212963104,0.04524204879999161,-56.642086029052734,335511,0.0003
1050,271.61329649,59,5817,222.87,346632,4.981709003448486,0.22943532466888428,0.0458395853638649,-57.16581726074219,336631,0.0003
1055,271.31823239000005,59,5836,221.15,347651,4.428445339202881,-0.5089644193649292,0.04544929787516594,-60.50112533569336,337650,0.0003
1060,271.95749191,59,5856,222.82,348805,4.184782981872559,0.5016654133796692,0.045259375125169754,-57.47380065917969,338804,0.0003
1065,272.49581802,59,5879,223.4,350127,8.210356712341309,-0.09123899042606354,0.0468125119805336,-62.145572662353516,340126,0.0003
1070,272.12929616,59,5901,226.0,351385,2.9740004539489746,0.29300856590270996,0.04438961669802666,-56.6959342956543,341384,0.0003
1075,271.77013238999996,59,5923,226.53,352577,3.135707378387451,-0.04051482677459717,0.044306255877017975,-60.96538543701172,342576,0.0003
1080,271.75318869999995,59,5942,226.52,353699,4.700580596923828,-0.0314425528049469,0.0436159186065197,-59.64717483520508,343698,0.0003
1085,270.93979458999996,59,5964,228.3,354914,4.593659400939941,0.2237514853477478,0.04488511383533478,-57.784061431884766,344913,0.0003
1090,271.4607961,59,5983,226.6,356033,20.33008575439453,0.8129035830497742,0.0461362786591053,-54.948692321777344,346032,0.0003
1095,271.55653929,59,6004,224.0,357214,7.286840438842773,-0.1545265167951584,0.047216903418302536,-59.224029541015625,347213,0.0003
1100,271.86068251999995,59,6027,226.01,358491,2.4939355850219727,-0.4875994324684143,0.04695075750350952,-57.67608642578125,348490,0.0003
1105,272.34247528,59,6045,224.23,359512,16.44979476928711,0.22996166348457336,0.04541358724236488,-54.71625518798828,349511,0.0003
